Card ID,Week,System,Module,Topic,Subtopic,Learning Objective,Difficulty,Depth of Knowledge,Tier,Question,Answer,Explanation,Common Misconception,Tags
W1-330,Week 1,Tissues,Tissues,Connective Tissue Fibers,Connective Tissue Fibers,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Compare collagen and reticular fibers by structure.,Collagen fibers are thick and ropelike; reticular fibers are fine and branching.,Collagen fibers are thick and ropelike; reticular fibers are fine and branching.,Thinking reticular fibers are just thick collagen.,connective tissue; collagen; reticular fibers
W1-331,Week 1,Tissues,Tissues,Connective Tissue Fibers,Connective Tissue Fibers,"Classify the four tissue types and their subtypes by structure, function, and location.",5,3,core,Skin that no longer recoils after being stretched has most likely lost which fiber type?,Elastic fibers.,"The most abundant, pull-resisting fiber is collagen.",Guessing elastic fibers for a strength role.,connective tissue; elastic fibers; application
W1-332,Week 1,Tissues,Tissues,Connective Tissue Fibers,Connective Tissue Fibers,"Classify the four tissue types and their subtypes by structure, function, and location.",5,3,core,A tissue must resist strong straight-line pulling yet still spring back after stretch. Which two fibers combine to do this?,Collagen for tensile strength and elastic fibers for recoil.,"Collagen gives strength and elastic fibers give recoil, combined where tissue must do both.",Thinking one fiber can both resist pull and recoil.,connective tissue; collagen; elastic fibers
W1-333,Week 1,Tissues,Tissues,Connective Tissue,Connective Tissue,"Classify the four tissue types and their subtypes by structure, function, and location.",5,3,core,"A biopsy shows widely spaced cells surrounded by abundant fibers and gel. Which of the four tissue types is this, and how do you know?","Connective tissue, because it is mostly extracellular matrix with cells spread apart.",Widely spaced cells in abundant fiber and gel identify connective tissue.,Mistaking sparse-celled connective tissue for epithelium.,connective tissue; identification; board
W1-334,Week 1,Tissues,Tissues,Connective Tissue,Connective Tissue,"Classify the four tissue types and their subtypes by structure, function, and location.",6,3,core,Explain how the same three ingredients can build tissues as different as fat and tendon.,"By varying the cells, the fiber type and arrangement, and the amount of ground substance, connective tissue can range from soft fat to a strong tendon.","Varying cells, fibers, and ground substance turns the same recipe into fat or tendon.",Thinking fat and tendon share no basic plan.,connective tissue; composition; synthesis
W1-335,Week 1,Tissues,Tissues,Connective Tissue Proper,Connective Tissue Proper,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,Into what two categories does connective tissue proper divide?,Loose and dense.,Connective tissue proper divides into loose and dense.,Thinking blood and cartilage are connective tissue proper.,connective tissue proper; classification
W1-336,Week 1,Tissues,Tissues,Connective Tissue Proper,Connective Tissue Proper,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Compare areolar and adipose tissue by their main role.,"Areolar tissue is soft packing that cushions organs and holds tissue fluid; adipose tissue stores energy, insulates, and cushions.",Areolar tissue is loose packing that cushions organs and holds tissue fluid.,Confusing areolar with adipose.,connective tissue proper; areolar; adipose
W1-337,Week 1,Tissues,Tissues,Connective Tissue Proper,Connective Tissue Proper,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is adipose tissue?,"A loose connective tissue of fat that stores energy, insulates, and cushions.","Adipose is loose connective tissue of fat that stores energy, insulates, and cushions.",Thinking adipose is a dense connective tissue.,connective tissue proper; adipose
W1-338,Week 1,Tissues,Tissues,Connective Tissue Proper,Connective Tissue Proper,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,"Which loose connective tissue forms the framework of lymph nodes, the spleen, and bone marrow?",Reticular connective tissue.,Areolar cushions and holds fluid; adipose stores energy and insulates.,Thinking areolar and adipose have the same role.,connective tissue proper; reticular
W1-339,Week 1,Tissues,Tissues,Connective Tissue Proper,Connective Tissue Proper,"Classify the four tissue types and their subtypes by structure, function, and location.",4,2,core,Why is dense regular connective tissue strong in only one direction?,"Its collagen fibers run parallel, so it resists pulling only along that single line.",Parallel collagen makes dense regular tissue strong along one line only.,Thinking dense regular resists force from any direction.,connective tissue proper; dense regular
W1-340,Week 1,Tissues,Tissues,Connective Tissue Proper,Connective Tissue Proper,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What two structures are built from dense regular connective tissue?,Tendons and ligaments.,Tendons and ligaments are dense regular connective tissue.,Thinking the dermis is dense regular.,connective tissue proper; dense regular
W1-341,Week 1,Tissues,Tissues,Connective Tissue Proper,Connective Tissue Proper,"Classify the four tissue types and their subtypes by structure, function, and location.",4,2,core,Compare dense regular and dense irregular connective tissue by fiber arrangement.,Dense regular has parallel collagen; dense irregular has collagen running in all directions.,Dense regular has parallel collagen; dense irregular has collagen in all directions.,Thinking both have parallel fibers.,connective tissue proper; dense regular; dense irregular
W1-342,Week 1,Tissues,Tissues,Connective Tissue Proper,Connective Tissue Proper,"Classify the four tissue types and their subtypes by structure, function, and location.",5,3,core,The dermis and organ capsules must resist stress from many directions. Which connective tissue forms them?,Dense irregular connective tissue.,Multi-direction stress on the dermis and organ capsules means dense irregular tissue.,Guessing dense regular for the dermis.,connective tissue proper; dense irregular; classification
W1-343,Week 1,Tissues,Tissues,Connective Tissue Proper,Connective Tissue Proper,"Classify the four tissue types and their subtypes by structure, function, and location.",4,2,core,"Which connective tissue, rich in elastic fibers, forms the walls of large arteries?",Dense elastic connective tissue.,"Dense elastic tissue, rich in elastic fibers, forms large artery walls.",Confusing dense elastic with dense regular.,connective tissue proper; dense elastic
W1-344,Week 1,Tissues,Tissues,Connective Tissue,Connective Tissue,"Classify the four tissue types and their subtypes by structure, function, and location.",4,2,core,Why is blood classified as a connective tissue?,Because it is cells and cell fragments suspended in an extracellular fluid matrix called plasma.,"Blood is cells and fragments in a fluid matrix called plasma, so it is connective tissue.",Thinking blood is not a tissue.,connective tissue; blood
W1-345,Week 1,Tissues,Tissues,Connective Tissue,Connective Tissue,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is the fluid matrix of blood called?,Plasma.,Plasma is the fluid matrix of blood.,Confusing plasma with the cells it carries.,connective tissue; blood; plasma
W1-346,Week 1,Tissues,Tissues,Connective Tissue Proper,Connective Tissue Proper,"Classify the four tissue types and their subtypes by structure, function, and location.",6,3,core,"A tendon must transmit force in one line, while the dermis must resist tearing from any angle. Which connective tissue fits each?","Dense regular connective tissue for the tendon, dense irregular for the dermis.",Dense regular suits a tendon's single-line pull; dense irregular suits the dermis's all-angle stress.,Thinking one tissue serves both.,connective tissue proper; dense regular; dense irregular; board
W1-347,Week 1,Tissues,Tissues,Connective Tissue Proper,Connective Tissue Proper,"Classify the four tissue types and their subtypes by structure, function, and location.",5,3,core,A ligament is easily overstretched when force is applied across its length rather than along it. Which structural fact explains this?,Its parallel collagen makes dense regular tissue strong only along the fiber direction.,"Parallel collagen leaves dense regular tissue weak to off-axis force, so a twisted ligament tears.",Thinking ligaments resist force equally in all directions.,connective tissue proper; dense regular; application
W1-348,Week 1,Tissues,Tissues,Cartilage,Cartilage,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is the general function of cartilage?,"To provide firm but flexible support and a smooth, low-friction surface for movement.",Cartilage gives firm but flexible support and a low-friction surface.,Thinking cartilage is rigid like bone.,cartilage; function
